"","Generations_end","IUCN","Ne_median","Ne_min","Ne_max","Ne_lq","Ne_uq"
"235",2396.352,"LC",29896.7068777374,29896.7068777374,29896.7068777374,29896.7068777374,29896.7068777374
"236",2413.12,"EN",22295.9226331485,22295.9226331485,22295.9226331485,22295.9226331485,22295.9226331485
"237",2417.872,"LC",4911.00642482416,4911.00642482416,4911.00642482416,4911.00642482416,4911.00642482416
"238",2421.888,"LC",27845.0700303511,27845.0700303511,27845.0700303511,27845.0700303511,27845.0700303511
"239",2440.112,"VU",131247.805700748,131247.805700748,131247.805700748,131247.805700748,131247.805700748
"240",2444.472,"LC",67207.801481596,67207.801481596,67207.801481596,67207.801481596,67207.801481596
"241",2447.064,"LC",9168.99138802484,9168.99138802484,9168.99138802484,9168.99138802484,9168.99138802484
"242",2449.112,"VU",6665.5113113727,6665.5113113727,6665.5113113727,6665.5113113727,6665.5113113727
"243",2456.328,"LC",12083.0589472031,12083.0589472031,12083.0589472031,12083.0589472031,12083.0589472031
"244",2465.672,"NT",19808.8446491358,19808.8446491358,19808.8446491358,19808.8446491358,19808.8446491358
"245",2469.504,"VU",81714.8682245606,81714.8682245606,81714.8682245606,81714.8682245606,81714.8682245606
"246",2470.4,"EN",6478.8869272259,6478.8869272259,6478.8869272259,6478.8869272259,6478.8869272259
"247",2470.48,"NT",103737.937222987,103737.937222987,103737.937222987,103737.937222987,103737.937222987
"248",2481.52,"LC",24300.5984022357,24300.5984022357,24300.5984022357,24300.5984022357,24300.5984022357
"249",2481.696,"LC",21346.8814874507,21346.8814874507,21346.8814874507,21346.8814874507,21346.8814874507
"250",2489.872,"LC",8400.90813816974,8400.90813816974,8400.90813816974,8400.90813816974,8400.90813816974
"251",2491.008,"CR",327297.423351035,327297.423351035,327297.423351035,327297.423351035,327297.423351035
"252",2491.544,"LC",4353.7035867987,4353.7035867987,4353.7035867987,4353.7035867987,4353.7035867987
"253",2504.392,"EN",32633.8804947296,32633.8804947296,32633.8804947296,32633.8804947296,32633.8804947296
"254",2508.008,"LC",20004.7011047596,20004.7011047596,20004.7011047596,20004.7011047596,20004.7011047596
"255",2513.2,"LC",46867.3840500919,46867.3840500919,46867.3840500919,46867.3840500919,46867.3840500919
"256",2527.904,"LC",1878.18998830827,1878.18998830827,1878.18998830827,1878.18998830827,1878.18998830827
"257",2528.512,"LC",57959.8425231079,57959.8425231079,57959.8425231079,57959.8425231079,57959.8425231079
"258",2528.56,"LC",35340.9964393946,35340.9964393946,35340.9964393946,35340.9964393946,35340.9964393946
"259",2541.408,"LC",16829.2087747495,16829.2087747495,16829.2087747495,16829.2087747495,16829.2087747495
"260",2552.216,"LC",34382.279373211,34382.279373211,34382.279373211,34382.279373211,34382.279373211
"261",2575.376,"LC",44340.9821527547,44340.9821527547,44340.9821527547,44340.9821527547,44340.9821527547
"262",2582.744,"NT",37124.0034525323,37124.0034525323,37124.0034525323,37124.0034525323,37124.0034525323
"263",2587.648,"CR",9664.49698709307,9664.49698709307,9664.49698709307,9664.49698709307,9664.49698709307
"264",2588.944,"LC",10479.5439302482,10479.5439302482,10479.5439302482,10479.5439302482,10479.5439302482
"265",2606.616,"VU",789638.36536962,789638.36536962,789638.36536962,789638.36536962,789638.36536962
"266",2607.016,"LC",413171.92083626,413171.92083626,413171.92083626,413171.92083626,413171.92083626
"267",2622.296,"LC",42777.1800855116,42777.1800855116,42777.1800855116,42777.1800855116,42777.1800855116
"268",2627.28,"LC",4209.80843266727,4209.80843266727,4209.80843266727,4209.80843266727,4209.80843266727
